,Unnamed: 0.1,Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,n_cut,n_color,n_clarity,price_predicted
3776,3776,3776,1.21,Premium,H,VS2,60.5,60.0,6.95,6.9,4.19,3,2,3,7021.82
3777,3777,3777,1.09,Premium,H,SI2,62.0,57.0,6.61,6.55,4.08,3,2,1,4629.1
3778,3778,3778,0.44,Very Good,D,VS2,62.8,58.0,4.79,4.86,3.03,2,6,3,1043.32
3779,3779,3779,0.3,Good,F,SI2,63.4,56.0,4.26,4.29,2.71,1,4,1,407.72
3780,3780,3780,0.29,Premium,F,SI1,62.4,58.0,4.24,4.26,2.65,3,4,2,506.26
3781,3781,3781,0.31,Premium,F,VS2,58.3,61.0,4.48,4.44,2.6,3,4,3,776.99
3782,3782,3782,1.11,Ideal,H,SI2,62.6,56.0,6.58,6.65,4.14,4,2,1,4647.28
3783,3783,3783,1.04,Ideal,G,VS2,61.4,57.0,6.53,6.5,4.0,4,3,3,6389.65
3784,3784,3784,0.36,Ideal,F,VS2,60.9,57.0,4.61,4.58,2.8,4,4,3,888.11
3785,3785,3785,1.07,Premium,D,SI1,60.2,55.0,6.68,6.64,4.01,3,6,2,5971.56
3786,3786,3786,1.02,Very Good,J,SI2,63.1,58.0,6.38,6.34,4.01,2,0,1,3354.69
3787,3787,3787,0.41,Ideal,H,VVS1,61.4,56.0,4.77,4.8,2.94,4,2,6,1034.87
3788,3788,3788,0.76,Very Good,H,SI1,61.4,57.0,5.89,5.94,3.63,2,2,2,2677.31
3789,3789,3789,0.72,Ideal,E,SI1,62.0,57.0,5.7,5.75,3.55,4,5,2,2722.75
3790,3790,3790,1.33,Premium,H,VS2,60.7,59.0,7.08,7.13,4.31,3,2,3,7259.216666666667
3791,3791,3791,0.37,Ideal,F,VS2,61.7,55.0,4.61,4.73,2.88,4,4,3,795.23
3792,3792,3792,0.4,Good,F,I1,63.3,60.4,4.64,4.68,2.95,1,4,0,585.64
3793,3793,3793,0.7,Premium,J,VS1,62.0,58.0,5.68,5.74,3.54,3,0,4,1910.13
3794,3794,3794,2.02,Premium,E,SI2,60.4,57.0,8.21,8.18,4.95,3,5,1,16848.98
3795,3795,3795,0.31,Ideal,G,IF,61.2,55.0,4.4,4.42,2.7,4,3,7,886.21
3796,3796,3796,1.02,Premium,H,SI1,60.5,60.0,6.58,6.51,3.96,3,2,2,4805.12
3797,3797,3797,0.31,Ideal,D,SI1,61.5,56.0,4.35,4.33,2.67,4,6,2,723.21
3798,3798,3798,2.04,Premium,H,SI1,62.2,60.0,8.07,8.0,5.0,3,2,2,17130.786666666667
3799,3799,3799,1.97,Very Good,H,VS2,62.9,59.0,7.9,8.01,5.0,2,2,3,17354.61
3800,3800,3800,0.54,Ideal,F,VS2,61.4,57.0,5.2,5.25,3.21,4,4,3,1680.51
3801,3801,3801,1.13,Premium,H,SI2,61.1,59.0,6.73,6.65,4.09,3,2,1,4236.82
3802,3802,3802,0.38,Very Good,E,SI2,61.6,57.0,4.61,4.65,2.85,2,5,1,572.65
3803,3803,3803,0.7,Very Good,F,SI1,62.4,56.0,5.64,5.7,3.54,2,4,2,2389.15
3804,3804,3804,1.6,Premium,I,SI1,62.1,58.0,7.51,7.47,4.65,3,1,2,9053.42
3805,3805,3805,1.0,Good,G,SI1,62.2,65.0,6.28,6.22,3.89,1,3,2,4431.36
3806,3806,3806,0.32,Ideal,E,VS2,62.6,53.0,4.38,4.37,2.74,4,5,3,878.58
3807,3807,3807,0.3,Ideal,E,VS2,62.5,56.0,4.3,4.28,2.68,4,5,3,814.06
3808,3808,3808,1.0,Ideal,F,SI1,62.7,57.0,6.44,6.38,4.02,4,4,2,5421.05
3809,3809,3809,0.72,Ideal,I,VVS2,62.2,54.0,5.73,5.78,3.58,4,1,5,2405.41
3810,3810,3810,0.42,Very Good,E,VS1,62.8,57.8,4.8,4.83,3.03,2,5,4,1038.31
3811,3811,3811,0.9,Very Good,I,SI1,61.8,58.0,6.2,6.26,3.85,2,1,2,3395.68
3812,3812,3812,0.7,Good,E,SI1,63.6,62.0,5.57,5.6,3.55,1,5,2,2455.88
3813,3813,3813,1.06,Ideal,I,SI1,61.8,55.0,6.54,6.57,4.04,4,1,2,4742.48
3814,3814,3814,0.52,Ideal,G,VVS1,60.7,55.0,5.19,5.29,3.18,4,3,6,2055.69
3815,3815,3815,0.43,Premium,H,VS1,60.0,59.0,4.86,4.98,2.95,3,2,4,1023.33
3816,3816,3816,0.31,Ideal,E,SI1,60.1,57.0,4.36,4.39,2.63,4,5,2,560.24
3817,3817,3817,1.0,Fair,E,SI1,57.4,61.0,6.53,6.63,3.78,0,5,2,5233.17
3818,3818,3818,1.09,Ideal,F,SI1,62.0,56.0,6.61,6.59,4.09,4,4,2,5881.201666666668
3819,3819,3819,1.18,Very Good,E,I1,62.5,58.0,6.62,6.75,4.18,2,5,0,3791.45
3820,3820,3820,1.11,Ideal,I,SI1,61.4,60.0,6.61,6.65,4.07,4,1,2,4997.420833333334
3821,3821,3821,0.31,Very Good,F,VS1,60.9,56.0,4.37,4.38,2.66,2,4,4,700.09
3822,3822,3822,1.27,Premium,I,VS1,59.5,61.0,7.08,7.04,4.2,3,1,4,6070.03
3823,3823,3823,0.3,Premium,F,VS2,62.2,60.0,4.27,4.22,2.64,3,4,3,674.9
3824,3824,3824,0.85,Ideal,E,VS1,63.0,57.0,6.08,5.99,3.8,4,5,4,4144.38
3825,3825,3825,0.28,Very Good,G,VS2,62.0,56.0,4.16,4.19,2.59,2,3,3,465.31
3826,3826,3826,0.32,Ideal,H,SI1,61.2,56.0,4.43,4.46,2.72,4,2,2,499.59
3827,3827,3827,1.71,Good,I,VS1,63.7,58.0,7.58,7.54,4.81,1,1,4,11935.87
3828,3828,3828,1.06,Premium,H,VS2,62.6,58.0,6.54,6.49,4.08,3,2,3,5608.09
3829,3829,3829,0.33,Very Good,H,VVS2,61.9,56.0,4.44,4.47,2.76,2,2,5,635.23
3830,3830,3830,0.75,Very Good,D,VVS2,59.4,59.0,5.88,5.94,3.51,2,6,5,4110.59
3831,3831,3831,1.01,Very Good,H,VS2,61.2,57.0,6.49,6.41,3.95,2,2,3,5296.821999999999
3832,3832,3832,0.36,Ideal,I,VS1,60.5,57.0,4.56,4.59,2.77,4,1,4,602.03
3833,3833,3833,0.32,Premium,G,VS1,60.6,60.0,4.4,4.44,2.68,3,3,4,626.73
3834,3834,3834,0.91,Ideal,F,SI2,62.2,56.0,6.17,6.14,3.83,4,4,1,3552.26
3835,3835,3835,0.39,Ideal,E,VS1,62.3,54.4,4.66,4.69,2.91,4,5,4,982.05
3836,3836,3836,1.3,Premium,H,SI2,60.4,61.0,7.09,7.04,4.27,3,2,1,6059.22
3837,3837,3837,1.18,Ideal,E,I1,61.6,56.0,6.82,6.79,4.19,4,5,0,3970.97
3838,3838,3838,1.7,Very Good,F,VS2,60.8,60.0,7.65,7.68,4.66,2,4,3,16700.25
3839,3839,3839,0.56,Very Good,E,VVS2,60.3,57.0,5.33,5.37,3.23,2,5,5,2449.4
3840,3840,3840,0.24,Ideal,I,VS1,62.0,56.0,4.0,4.01,2.48,4,1,4,425.7
3841,3841,3841,2.15,Premium,G,SI2,58.9,58.0,8.46,8.41,4.97,3,3,1,15107.73
3842,3842,3842,1.17,Very Good,H,SI1,59.6,62.0,6.88,6.82,4.08,2,2,2,5290.15
3843,3843,3843,0.31,Premium,H,SI2,59.5,59.0,4.39,4.45,2.63,3,2,1,412.01
3844,3844,3844,1.71,Premium,J,SI1,62.9,58.0,7.64,7.58,4.79,3,0,2,8099.723333333332
3845,3845,3845,0.42,Ideal,G,VS1,61.9,56.0,4.77,4.82,2.97,4,3,4,917.48
3846,3846,3846,1.02,Very Good,D,VS2,63.7,55.0,6.42,6.45,4.1,2,6,3,7139.62
3847,3847,3847,1.2,Very Good,E,VS2,60.7,59.0,6.79,6.86,4.14,2,5,3,8951.68
3848,3848,3848,1.01,Ideal,E,VS2,62.5,54.0,6.39,6.42,4.0,4,5,3,7045.04
3849,3849,3849,0.32,Ideal,G,SI2,62.2,53.0,4.4,4.44,2.75,4,3,1,443.16
3850,3850,3850,0.5,Premium,E,VS2,60.5,60.0,5.09,5.13,3.09,3,5,3,1608.16
3851,3851,3851,1.23,Good,D,I1,63.7,58.0,6.79,6.72,4.3,1,6,0,3792.57
3852,3852,3852,1.8,Premium,I,SI2,61.8,59.0,7.9,7.8,4.85,3,1,1,10218.65
3853,3853,3853,1.51,Ideal,H,VS2,62.5,56.0,7.37,7.33,4.57,4,2,3,11061.79
3854,3854,3854,0.54,Ideal,H,VS1,61.6,59.0,5.22,5.24,3.22,4,2,4,1582.18
3855,3855,3855,0.3,Ideal,G,VVS2,62.7,57.0,4.32,4.26,2.69,4,3,5,876.52
3856,3856,3856,1.68,Ideal,G,VS2,62.5,54.0,7.61,7.64,4.76,4,3,3,15579.74
3857,3857,3857,0.77,Ideal,D,VS2,61.3,56.0,5.87,5.9,3.61,4,6,3,3672.74
3858,3858,3858,1.1,Premium,F,SI1,59.5,59.0,6.7,6.77,4.01,3,4,2,5450.8
3859,3859,3859,0.76,Very Good,G,VS2,61.1,57.0,5.84,5.95,3.6,2,3,3,2976.47
3860,3860,3860,1.02,Very Good,I,SI2,62.8,56.0,6.42,6.38,4.02,2,1,1,3815.19
3861,3861,3861,1.25,Ideal,F,VVS1,62.2,56.0,6.89,6.93,4.3,4,4,6,13127.305
3862,3862,3862,0.33,Premium,I,VS1,61.1,59.0,4.44,4.47,2.72,3,1,4,541.05
3863,3863,3863,0.5,Ideal,H,SI1,62.2,53.0,5.06,5.14,3.17,4,2,2,1117.44
3864,3864,3864,0.28,Very Good,F,VVS2,61.6,56.0,4.2,4.23,2.59,2,4,5,665.36
3865,3865,3865,0.31,Very Good,H,VVS2,62.6,56.0,4.33,4.36,2.72,2,2,5,624.13
3866,3866,3866,0.51,Premium,D,VS2,61.9,62.0,5.12,5.09,3.16,3,6,3,1821.02
3867,3867,3867,1.55,Ideal,E,VVS2,62.5,55.0,7.38,7.4,4.62,4,5,5,17459.94
3868,3868,3868,0.43,Ideal,G,SI1,62.6,56.0,4.79,4.82,3.01,4,3,2,830.88
3869,3869,3869,0.77,Very Good,H,VS1,62.2,57.0,5.81,5.86,3.63,2,2,4,2879.28
3870,3870,3870,0.9,Good,F,SI2,64.2,62.0,6.0,6.08,3.88,1,4,1,3484.18
3871,3871,3871,1.71,Ideal,J,VS1,62.1,55.0,7.73,7.65,4.78,4,0,4,10874.46
3872,3872,3872,1.0,Good,D,SI1,57.6,62.0,6.62,6.5,3.78,1,6,2,5500.97
3873,3873,3873,0.52,Very Good,E,SI1,62.8,57.0,5.09,5.13,3.21,2,5,2,1373.9
3874,3874,3874,0.31,Ideal,H,VS2,61.9,55.0,4.38,4.35,2.7,4,2,3,626.39
3875,3875,3875,0.33,Premium,G,VS2,61.3,59.0,4.46,4.44,2.73,3,3,3,692.84
3876,3876,3876,1.51,Fair,E,VS2,65.0,58.0,7.06,7.12,4.61,0,5,3,13049.36
3877,3877,3877,0.82,Ideal,H,VS1,61.5,56.0,6.0,6.04,3.7,4,2,4,3318.45
3878,3878,3878,1.04,Good,J,SI1,64.2,58.0,6.42,6.34,4.1,1,0,2,3777.8866666666668
3879,3879,3879,1.5,Premium,E,VS2,61.8,59.0,7.38,7.31,4.54,3,5,3,14573.46
3880,3880,3880,2.02,Very Good,H,VS2,62.7,58.0,7.96,8.01,5.01,2,2,3,17061.69
3881,3881,3881,0.52,Ideal,G,VS1,61.2,56.0,5.19,5.23,3.19,4,3,4,1693.43
3882,3882,3882,0.34,Good,E,SI1,63.5,55.0,4.44,4.47,2.83,1,5,2,576.78
3883,3883,3883,1.04,Ideal,G,VS2,61.9,54.0,6.53,6.56,4.05,4,3,3,6782.27
3884,3884,3884,1.54,Premium,I,SI1,61.8,57.0,7.43,7.37,4.57,3,1,2,8937.5
3885,3885,3885,0.7,Fair,J,VS2,64.6,58.0,5.58,5.56,3.6,0,0,3,1822.9633333333331
3886,3886,3886,1.52,Good,J,SI1,63.6,60.0,7.25,7.21,4.6,1,0,2,6909.19
3887,3887,3887,1.1,Premium,E,SI2,60.7,58.0,6.77,6.65,4.07,3,5,1,5055.06
3888,3888,3888,0.4,Premium,E,SI2,60.5,59.0,4.74,4.78,2.88,3,5,1,657.88
3889,3889,3889,0.71,Good,E,SI2,58.8,63.0,5.75,5.88,3.42,1,5,1,2248.37
3890,3890,3890,0.31,Ideal,E,VS2,61.6,57.0,4.38,4.35,2.69,4,5,3,875.71
3891,3891,3891,0.37,Premium,E,VS2,63.0,58.0,4.58,4.53,2.87,3,5,3,967.57
3892,3892,3892,1.01,Very Good,E,VS2,60.4,58.0,6.47,6.6,3.95,2,5,3,6566.83
3893,3893,3893,0.57,Very Good,I,SI1,61.1,61.0,5.34,5.37,3.27,2,1,2,1155.2
3894,3894,3894,0.4,Good,E,SI1,63.3,56.0,4.68,4.74,2.98,1,5,2,729.5
3895,3895,3895,0.36,Ideal,E,VS2,62.1,55.0,4.54,4.58,2.83,4,5,3,818.78
3896,3896,3896,0.3,Premium,E,IF,61.9,58.0,4.3,4.26,2.65,3,5,7,1017.9206666666666
3897,3897,3897,1.01,Ideal,F,SI2,60.5,57.0,6.49,6.53,3.94,4,4,1,4455.86
3898,3898,3898,1.5,Ideal,H,SI1,61.3,57.0,7.38,7.4,4.53,4,2,2,9355.0
3899,3899,3899,0.57,Very Good,F,VS1,63.2,56.0,5.27,5.31,3.34,2,4,4,1893.59
3900,3900,3900,0.9,Very Good,H,SI1,58.7,59.0,6.3,6.35,3.71,2,2,2,3754.84
3901,3901,3901,0.51,Ideal,H,VVS2,60.1,57.0,5.19,5.22,3.12,4,2,5,1723.81
3902,3902,3902,0.27,Very Good,E,VVS2,61.7,58.0,4.12,4.15,2.55,2,5,5,594.88
3903,3903,3903,0.7,Very Good,G,SI1,63.6,58.0,5.61,5.65,3.58,2,3,2,2171.41
3904,3904,3904,1.75,Good,I,VS1,58.3,59.0,7.92,7.97,4.63,1,1,4,14667.07
3905,3905,3905,1.0,Fair,E,SI1,57.4,62.0,6.54,6.59,3.77,0,5,2,5116.79
3906,3906,3906,0.5,Very Good,F,VS2,63.0,58.0,5.05,5.08,3.19,2,4,3,1412.46
3907,3907,3907,1.51,Ideal,F,VS2,62.4,53.0,7.37,7.32,4.58,4,4,3,13655.13
3908,3908,3908,1.2,Good,G,VS2,65.2,56.0,6.61,6.67,4.33,1,3,3,7183.06
3909,3909,3909,0.4,Very Good,F,VS1,61.2,58.0,4.74,4.86,2.94,2,4,4,962.91
3910,3910,3910,0.71,Ideal,H,VS1,62.1,55.0,5.68,5.72,3.54,4,2,4,2685.163333333334
3911,3911,3911,0.43,Ideal,G,VS1,61.3,57.0,4.88,4.85,2.98,4,3,4,970.79
3912,3912,3912,0.31,Ideal,F,VS2,62.6,57.0,4.29,4.33,2.7,4,4,3,622.34
3913,3913,3913,0.43,Very Good,F,VS1,62.2,61.0,4.75,4.83,2.98,2,4,4,1023.36
3914,3914,3914,0.53,Ideal,J,VS1,61.4,55.2,5.2,5.22,3.2,4,0,4,1163.17
3915,3915,3915,0.76,Very Good,I,SI1,62.0,56.0,5.81,5.84,3.61,2,1,2,2248.42
3916,3916,3916,0.59,Ideal,G,VS2,62.6,54.0,5.32,5.38,3.35,4,3,3,1721.81
3917,3917,3917,0.42,Premium,D,VVS2,59.6,59.0,4.9,4.96,2.94,3,6,5,1209.0
3918,3918,3918,0.52,Very Good,E,SI1,59.3,59.0,5.26,5.3,3.13,2,5,2,1352.1
3919,3919,3919,0.31,Ideal,G,VS1,62.3,54.0,4.35,4.38,2.72,4,3,4,612.62
3920,3920,3920,0.72,Ideal,E,SI1,62.0,57.0,5.72,5.66,3.53,4,5,2,2486.85
3921,3921,3921,0.72,Premium,G,SI1,60.8,58.0,5.8,5.74,3.51,3,3,2,2277.02
3922,3922,3922,0.25,Very Good,E,VVS1,62.9,59.0,3.99,4.02,2.52,2,5,6,550.43
3923,3923,3923,0.51,Ideal,F,VS1,62.1,56.0,5.15,5.13,3.19,4,4,4,1807.43
3924,3924,3924,1.51,Premium,I,VS1,60.0,58.0,7.51,7.45,4.49,3,1,4,9902.81
3925,3925,3925,0.45,Ideal,I,VS1,61.9,54.0,4.95,4.97,3.07,4,1,4,840.6
3926,3926,3926,1.75,Premium,G,VS1,59.6,60.0,7.9,7.76,4.67,3,3,4,16275.59
3927,3927,3927,0.71,Ideal,E,VS1,62.3,56.0,5.66,5.7,3.54,4,5,4,3200.472
3928,3928,3928,0.59,Ideal,F,VS2,60.2,57.0,5.48,5.44,3.29,4,4,3,1849.17
3929,3929,3929,1.15,Very Good,F,SI1,62.5,59.0,6.62,6.69,4.16,2,4,2,5628.73
3930,3930,3930,0.47,Ideal,E,VS1,61.5,55.0,5.01,5.04,3.09,4,5,4,1714.66
3931,3931,3931,0.33,Premium,G,VS2,62.6,58.0,4.4,4.36,2.74,3,3,3,721.99
3932,3932,3932,2.16,Premium,J,VVS1,61.5,58.0,8.36,8.26,5.11,3,0,6,17280.45
3933,3933,3933,0.3,Good,H,SI1,63.7,56.0,4.2,4.22,2.68,1,2,2,484.26
3934,3934,3934,1.07,Ideal,H,SI2,59.2,57.0,6.7,6.64,3.95,4,2,1,4446.2
3935,3935,3935,1.6,Premium,I,VS2,60.2,58.0,7.63,7.56,4.57,3,1,3,10263.73
3936,3936,3936,1.0,Premium,G,SI2,62.7,59.0,6.36,6.3,3.97,3,3,1,4063.56
3937,3937,3937,1.5,Very Good,H,VS1,60.7,58.0,7.35,7.42,4.48,2,2,4,10879.08
3938,3938,3938,0.54,Ideal,G,IF,61.2,57.0,5.26,5.28,3.22,4,3,7,2315.86
3939,3939,3939,0.41,Ideal,F,VVS2,61.4,56.0,4.81,4.76,2.94,4,4,5,1201.15
3940,3940,3940,1.51,Very Good,I,VS1,63.1,53.0,7.34,7.25,4.6,2,1,4,9695.28
3941,3941,3941,0.51,Ideal,E,SI1,61.7,55.0,5.13,5.17,3.18,4,5,2,1402.07
3942,3942,3942,1.02,Premium,E,SI1,61.4,58.0,6.48,6.45,3.97,3,5,2,5294.49
3943,3943,3943,0.31,Good,I,VS1,63.9,55.0,4.28,4.3,2.74,1,1,4,502.89
3944,3944,3944,0.41,Very Good,F,VVS1,61.4,58.0,4.76,4.78,2.93,2,4,6,1275.9
3945,3945,3945,2.0,Premium,J,VS1,63.0,58.0,8.04,7.99,5.05,3,0,4,14283.7
3946,3946,3946,0.78,Ideal,I,VS2,60.9,57.0,5.92,5.97,3.62,4,1,3,2812.2
3947,3947,3947,0.51,Good,E,VS2,63.1,59.0,5.04,5.07,3.19,1,5,3,1539.62
3948,3948,3948,0.3,Ideal,G,VVS1,61.7,55.0,4.34,4.32,2.67,4,3,6,924.22
3949,3949,3949,0.33,Very Good,G,VS1,62.8,58.0,4.38,4.41,2.76,2,3,4,657.32
3950,3950,3950,0.76,Ideal,H,VVS2,61.0,56.0,5.85,5.91,3.59,4,2,5,3272.16
3951,3951,3951,0.4,Ideal,E,VS2,61.6,57.0,4.73,4.75,2.92,4,5,3,921.09
3952,3952,3952,0.53,Premium,G,SI1,61.0,59.0,5.25,5.21,3.19,3,3,2,1320.12
3953,3953,3953,0.42,Ideal,G,SI1,62.2,53.0,4.8,4.84,3.0,4,3,2,810.14
3954,3954,3954,0.35,Very Good,I,VS2,61.7,57.0,4.52,4.56,2.8,2,1,3,506.02
3955,3955,3955,0.5,Premium,G,VS1,62.5,60.0,5.08,5.06,3.17,3,3,4,1666.41
3956,3956,3956,1.01,Very Good,E,SI1,61.0,56.0,6.47,6.54,3.97,2,5,2,5739.31
3957,3957,3957,0.31,Very Good,D,SI1,60.0,61.0,4.41,4.43,2.65,2,6,2,554.51
3958,3958,3958,0.34,Ideal,E,VVS1,62.2,56.0,4.45,4.49,2.78,4,5,6,1013.22
3959,3959,3959,0.43,Ideal,D,SI1,62.5,55.0,4.83,4.8,3.01,4,6,2,987.11
3960,3960,3960,0.3,Ideal,E,VVS2,62.3,56.0,4.3,4.34,2.69,4,5,5,748.33
3961,3961,3961,1.26,Ideal,H,SI1,61.9,57.0,6.88,6.93,4.27,4,2,2,6961.63
3962,3962,3962,0.32,Ideal,D,VS2,62.6,55.0,4.39,4.37,2.74,4,6,3,935.94
3963,3963,3963,1.01,Premium,G,SI2,62.4,58.0,6.38,6.41,3.99,3,3,1,4205.14
3964,3964,3964,0.34,Very Good,E,VVS2,62.7,59.0,4.41,4.43,2.77,2,5,5,864.09
3965,3965,3965,0.92,Good,D,SI1,60.2,56.0,6.28,6.32,3.79,1,6,2,4620.46
3966,3966,3966,1.01,Very Good,F,VS2,63.8,55.0,6.31,6.38,4.05,2,4,3,6514.84
3967,3967,3967,0.5,Good,D,VVS2,62.4,64.0,5.03,5.06,3.14,1,6,5,2159.0
3968,3968,3968,0.73,Ideal,D,SI1,62.4,53.0,5.82,5.79,3.62,4,6,2,2923.26
3969,3969,3969,0.42,Ideal,I,VVS1,62.7,55.0,4.8,4.77,3.0,4,1,6,990.54
3970,3970,3970,1.01,Very Good,D,VVS2,63.0,56.0,6.35,6.41,4.02,2,6,5,10842.91
3971,3971,3971,0.59,Very Good,F,IF,59.9,63.0,5.44,5.47,3.27,2,4,7,2960.55
3972,3972,3972,0.27,Very Good,D,VS2,63.0,57.0,4.06,4.1,2.57,2,6,3,468.31
3973,3973,3973,1.04,Very Good,D,SI2,63.1,58.0,6.39,6.33,4.01,2,6,1,4417.04
3974,3974,3974,0.75,Premium,E,SI2,63.0,58.0,5.78,5.71,3.62,3,5,1,2452.85
3975,3975,3975,0.61,Good,F,SI2,62.5,65.0,5.36,5.29,3.33,1,4,1,1387.71
3976,3976,3976,0.9,Good,F,SI1,61.3,60.0,6.13,6.18,3.77,1,4,2,4039.33
3977,3977,3977,0.31,Very Good,H,SI1,60.5,60.0,4.33,4.4,2.64,2,2,2,437.81
3978,3978,3978,1.01,Fair,D,SI2,64.7,57.0,6.31,6.27,4.07,0,6,1,4017.15
3979,3979,3979,1.01,Ideal,I,SI1,60.3,58.0,6.5,6.56,3.94,4,1,2,4537.31
3980,3980,3980,1.0,Very Good,I,VS1,63.3,55.0,6.39,6.34,4.03,2,1,4,4586.15
3981,3981,3981,0.31,Good,G,VS2,63.1,58.0,4.3,4.35,2.73,1,3,3,543.89
3982,3982,3982,0.4,Ideal,D,SI2,62.8,56.0,4.73,4.7,2.96,4,6,1,846.18
3983,3983,3983,1.01,Premium,H,VVS1,60.5,57.0,6.55,6.48,3.94,3,2,6,6701.6
3984,3984,3984,0.71,Good,E,SI1,63.1,59.0,5.62,5.75,3.59,1,5,2,2597.76
3985,3985,3985,0.35,Ideal,G,VVS2,61.0,57.0,4.58,4.54,2.78,4,3,5,933.33
3986,3986,3986,0.47,Ideal,J,SI1,60.6,54.0,5.04,5.0,3.09,4,0,2,903.34
3987,3987,3987,0.31,Premium,F,SI1,62.7,58.0,4.31,4.33,2.71,3,4,2,529.53
3988,3988,3988,0.71,Ideal,H,VS1,61.8,55.0,5.72,5.77,3.55,4,2,4,2772.02
3989,3989,3989,0.53,Ideal,I,VS1,61.6,57.0,5.21,5.18,3.2,4,1,4,1314.97
3990,3990,3990,0.39,Premium,J,VVS1,61.8,56.0,4.71,4.64,2.89,3,0,6,958.62
3991,3991,3991,0.31,Ideal,H,VS1,62.1,54.0,4.3,4.37,2.69,4,2,4,545.31
3992,3992,3992,0.3,Ideal,G,VVS2,60.9,57.0,4.35,4.32,2.64,4,3,5,875.248
3993,3993,3993,2.01,Fair,I,SI2,66.5,61.0,7.81,7.75,5.17,0,1,1,10960.4
3994,3994,3994,0.41,Very Good,I,SI1,63.3,60.0,4.71,4.64,2.96,2,1,2,761.55
3995,3995,3995,1.22,Premium,E,VS2,62.2,55.0,6.91,6.85,4.28,3,5,3,9363.74
3996,3996,3996,2.2,Ideal,I,VS1,61.4,57.0,8.41,8.37,5.15,4,1,4,17354.72
3997,3997,3997,2.0,Very Good,J,SI1,62.2,59.0,7.92,7.97,4.94,2,0,2,11874.26
3998,3998,3998,0.39,Ideal,E,VVS1,62.1,54.0,4.67,4.7,2.91,4,5,6,1200.74
3999,3999,3999,0.91,Ideal,G,SI2,61.0,57.0,6.25,6.28,3.82,4,3,1,3792.92
4000,4000,4000,1.01,Good,H,SI1,60.3,64.0,6.5,6.53,3.93,1,2,2,4530.74
4001,4001,4001,1.09,Premium,D,SI2,61.2,60.0,6.6,6.64,4.05,3,6,1,5071.56
4002,4002,4002,0.53,Ideal,D,VS2,60.2,57.0,5.24,5.26,3.16,4,6,3,1843.99
4003,4003,4003,1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,3,5,1,5567.07
4004,4004,4004,0.56,Ideal,D,VS1,62.6,55.0,5.25,5.29,3.3,4,6,4,2046.86
4005,4005,4005,0.59,Ideal,D,VS2,60.9,57.0,5.42,5.48,3.32,4,6,3,2134.19
4006,4006,4006,0.33,Premium,E,SI1,59.1,58.0,4.56,4.51,2.68,3,5,2,725.7955000000001
4007,4007,4007,0.9,Very Good,I,SI1,61.8,56.0,6.19,6.24,3.84,2,1,2,3626.9
4008,4008,4008,1.02,Good,D,VS1,64.6,58.0,6.22,6.28,4.04,1,6,4,6864.03
4009,4009,4009,0.72,Fair,F,SI1,64.8,55.0,5.64,5.6,3.64,0,4,2,2354.824
4010,4010,4010,0.52,Ideal,E,VS2,61.0,57.0,5.21,5.19,3.17,4,5,3,1731.01
4011,4011,4011,0.32,Ideal,I,VVS1,62.0,55.3,4.39,4.42,2.73,4,1,6,625.32
4012,4012,4012,0.25,Very Good,F,VVS1,61.1,57.0,4.05,4.08,2.48,2,4,6,595.26
4013,4013,4013,0.72,Very Good,G,IF,63.3,54.0,5.64,5.73,3.6,2,3,7,3680.37
4014,4014,4014,1.13,Ideal,H,SI1,62.3,56.0,6.66,6.69,4.16,4,2,2,5536.22
4015,4015,4015,1.01,Premium,I,SI1,62.8,58.0,6.4,6.34,4.0,3,1,2,3806.9
4016,4016,4016,0.72,Ideal,I,VVS1,61.3,57.0,5.74,5.77,3.53,4,1,6,2667.55
4017,4017,4017,1.54,Ideal,I,VS2,60.2,59.0,7.52,7.57,4.54,4,1,3,9468.58
4018,4018,4018,0.9,Fair,E,SI2,65.8,59.0,6.03,5.98,3.95,0,5,1,3117.16
4019,4019,4019,1.0,Good,F,VS2,64.0,59.0,6.29,6.25,4.03,1,4,3,5917.33
4020,4020,4020,0.39,Very Good,E,SI2,59.1,56.0,4.76,4.82,2.83,2,5,1,643.56
4021,4021,4021,0.5,Ideal,F,VVS2,62.2,54.0,5.09,5.11,3.17,4,4,5,2219.37
4022,4022,4022,1.18,Ideal,G,VVS1,61.1,57.0,6.78,6.84,4.16,4,3,6,9433.53
4023,4023,4023,0.31,Very Good,D,VVS2,60.5,56.0,4.38,4.41,2.66,2,6,5,827.06
4024,4024,4024,1.06,Premium,H,SI1,61.0,58.0,6.61,6.57,4.02,3,2,2,5118.35
4025,4025,4025,0.31,Good,D,SI2,63.7,55.0,4.35,4.32,2.76,1,6,1,590.67
4026,4026,4026,2.01,Premium,I,VS2,60.3,62.0,8.13,8.08,4.89,3,1,3,16286.91
4027,4027,4027,0.3,Very Good,G,SI1,62.8,56.0,4.28,4.32,2.7,2,3,2,455.4
4028,4028,4028,0.3,Very Good,I,VVS2,60.1,63.0,4.28,4.31,2.58,2,1,5,542.43
4029,4029,4029,1.01,Fair,H,SI2,65.4,59.0,6.3,6.26,4.11,0,2,1,3387.26
4030,4030,4030,0.34,Ideal,G,SI1,61.2,57.0,4.53,4.56,2.78,4,3,2,535.72
